"SAEMP25N Total Full-Time and Part-Time Employment by NAICS Industry 1/"
"(Number of jobs)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","2018"
"20000","Kansas","712","        Miscellaneous store retailers",16378
"20000","Kansas","713","        Nonstore retailers",20510
"20000","Kansas","800","      Transportation and warehousing",80331
"20000","Kansas","801","        Air transportation",1152
"20000","Kansas","802","        Rail transportation",5271
"20000","Kansas","803","        Water transportation",36
"20000","Kansas","804","        Truck transportation",25074
"20000","Kansas","805","        Transit and ground passenger transportation",10622
"20000","Kansas","806","        Pipeline transportation",1016
"20000","Kansas","807","        Scenic and sightseeing transportation",80
"20000","Kansas","808","        Support activities for transportation",6389
"20000","Kansas","809","        Couriers and messengers",11673
"20000","Kansas","811","        Warehousing and storage",19018
"20000","Kansas","900","      Information",23669
"20000","Kansas","901","        Publishing industries (except Internet)",6057
"20000","Kansas","902","        Motion picture and sound recording industries",2336
"20000","Kansas","903","        Broadcasting (except Internet)",2356
"20000","Kansas","904","        Internet publishing and broadcasting 3/","(NA)"
"20000","Kansas","905","        Telecommunications",8815
"20000","Kansas","906","        Data processing, hosting, and related services",2625
"20000","Kansas","907","        Other information services 3/",1480
"20000","Kansas","1000","      Finance and insurance",101139
"20000","Kansas","1001","        Monetary Authorities-central bank","(D)"
"20000","Kansas","1002","        Credit intermediation and related activities",28545
"20000","Kansas","1003","        Securities, commodity contracts, and other financial investments and related activities",32193
"20000","Kansas","1004","        Insurance carriers and related activities",37988
"20000","Kansas","1005","        Funds, trusts, and other financial vehicles","(D)"
"20000","Kansas","1100","      Real estate and rental and leasing",72790
"20000","Kansas","1101","        Real estate",66501
"20000","Kansas","1102","        Rental and leasing services",6041
"20000","Kansas","1103","        Lessors of nonfinancial intangible assets (except copyrighted works)",248
"20000","Kansas","1200","      Professional, scientific, and technical services",110326
"20000","Kansas","1300","      Management of companies and enterprises",28447
"20000","Kansas","1400","      Administrative and support and waste management and remediation services",102697
"20000","Kansas","1401","        Administrative and support services",99275
"20000","Kansas","1402","        Waste management and remediation services",3422
"20000","Kansas","1500","      Educational services",28687
"20000","Kansas","1600","      Health care and social assistance",204522
"20000","Kansas","1601","        Ambulatory health care services",66689
"20000","Kansas","1602","        Hospitals",51032
"20000","Kansas","1603","        Nursing and residential care facilities",39895
"20000","Kansas","1604","        Social assistance",46906
"20000","Kansas","1700","      Arts, entertainment, and recreation",34295
"20000","Kansas","1701","        Performing arts, spectator sports, and related industries",15967
"20000","Kansas","1702","        Museums, historical sites, and similar institutions",921
"20000","Kansas","1703","        Amusement, gambling, and recreation industries",17407
"20000","Kansas","1800","      Accommodation and food services",122331
"20000","Kansas","1801","        Accommodation",13396
"20000","Kansas","1802","        Food services and drinking places",108935
"20000","Kansas","1900","      Other services (except government and government enterprises)",97540
"20000","Kansas","1901","        Repair and maintenance",21872
"20000","Kansas","1902","        Personal and laundry services",31697
"20000","Kansas","1903","        Religious, grantmaking, civic, professional, and similar organizations",35882
"20000","Kansas","1904","        Private households",8089
"20000","Kansas","2000","    Government and government enterprises",296388
"20000","Kansas","2001","      Federal civilian",25248
"20000","Kansas","2002","      Military",31771
"20000","Kansas","2010","      State and local",239369
"20000","Kansas","2011","        State government",57837
"20000","Kansas","2012","        Local government",181532
"21000","Kentucky","","Employment by place of work",""
"21000","Kentucky","10","Total employment (number of jobs)",2549975
"21000","Kentucky","","By type",""
"21000","Kentucky","20","  Wage and salary employment",2023881
"21000","Kentucky","40","  Proprietors employment",526094
"21000","Kentucky","50","    Farm proprietors employment",67594
"21000","Kentucky","60","    Nonfarm proprietors employment 2/",458500
"21000","Kentucky","","By industry",""
"21000","Kentucky","70","  Farm employment",83011
"21000","Kentucky","80","  Nonfarm employment",2466964
"21000","Kentucky","90","    Private nonfarm employment",2116372
"21000","Kentucky","100","      Forestry, fishing, and related activities",13611
"21000","Kentucky","101","        Forestry and logging",1843
"21000","Kentucky","102","        Fishing, hunting and trapping",573
"21000","Kentucky","103","        Support activities for agriculture and forestry",11195
"21000","Kentucky","200","      Mining, quarrying, and oil and gas extraction",18112
"21000","Kentucky","201","        Oil and gas extraction",6097
"21000","Kentucky","202","        Mining (except oil and gas)",9779
"21000","Kentucky","203","        Support activities for mining",2236
"21000","Kentucky","300","      Utilities",7187
"21000","Kentucky","400","      Construction",130350
"21000","Kentucky","401","        Construction of buildings",26754
"21000","Kentucky","402","        Heavy and civil engineering construction",15097
"21000","Kentucky","403","        Specialty trade contractors",88499
"21000","Kentucky","500","      Manufacturing",260659
"21000","Kentucky","510","        Durable goods manufacturing",169812
"21000","Kentucky","511","          Wood product manufacturing",12184
"21000","Kentucky","512","          Nonmetallic mineral product manufacturing",7756
"21000","Kentucky","513","          Primary metal manufacturing",12200
"21000","Kentucky","514","          Fabricated metal product manufacturing",22784
"21000","Kentucky","515","          Machinery manufacturing",21436
"21000","Kentucky","516","          Computer and electronic product manufacturing",4467
"21000","Kentucky","517","          Electrical equipment, appliance, and component manufacturing",10450
"21000","Kentucky","518","          Motor vehicles, bodies and trailers, and parts manufacturing",63030
"21000","Kentucky","519","          Other transportation equipment manufacturing",4131
"21000","Kentucky","521","          Furniture and related product manufacturing",4877
"21000","Kentucky","522","          Miscellaneous manufacturing",6497
"21000","Kentucky","530","        Nondurable goods manufacturing",90847
"21000","Kentucky","531","          Food manufacturing",28954
"21000","Kentucky","532","          Beverage and tobacco product manufacturing",7760
"21000","Kentucky","533","          Textile mills",502
"21000","Kentucky","534","          Textile product mills",1933
"21000","Kentucky","535","          Apparel manufacturing",1666
"21000","Kentucky","536","          Leather and allied product manufacturing",235
"21000","Kentucky","537","          Paper manufacturing",8627
"21000","Kentucky","538","          Printing and related support activities",9321
"21000","Kentucky","539","          Petroleum and coal products manufacturing",1344
"21000","Kentucky","541","          Chemical manufacturing",12878
"21000","Kentucky","542","          Plastics and rubber products manufacturing",17627
"21000","Kentucky","600","      Wholesale trade",80641
"21000","Kentucky","700","      Retail trade",261072
"21000","Kentucky","701","        Motor vehicle and parts dealers",31196
"21000","Kentucky","702","        Furniture and home furnishings stores",6578
"21000","Kentucky","703","        Electronics and appliance stores",5085
"21000","Kentucky","704","        Building material and garden equipment and supplies dealers",20270
"21000","Kentucky","705","        Food and beverage stores",37268
"21000","Kentucky","706","        Health and personal care stores",19922
"21000","Kentucky","707","        Gasoline stations",17344
"21000","Kentucky","708","        Clothing and clothing accessories stores",16080
"21000","Kentucky","709","        Sporting goods, hobby, musical instrument, and book stores",9567
"21000","Kentucky","711","        General merchandise stores",51617
"21000","Kentucky","712","        Miscellaneous store retailers",23722
"21000","Kentucky","713","        Nonstore retailers",22423
"21000","Kentucky","800","      Transportation and warehousing",140145
"21000","Kentucky","801","        Air transportation",3186
"21000","Kentucky","802","        Rail transportation","(D)"
"21000","Kentucky","803","        Water transportation",3111
"21000","Kentucky","804","        Truck transportation",34283
"21000","Kentucky","805","        Transit and ground passenger transportation",11943
"21000","Kentucky","806","        Pipeline transportation",907
"21000","Kentucky","807","        Scenic and sightseeing transportation","(D)"
"21000","Kentucky","808","        Support activities for transportation",11680
"21000","Kentucky","809","        Couriers and messengers",36689
"21000","Kentucky","811","        Warehousing and storage",34974
"21000","Kentucky","900","      Information",27811
"21000","Kentucky","901","        Publishing industries (except Internet)",5160
"21000","Kentucky","902","        Motion picture and sound recording industries",3032
"21000","Kentucky","903","        Broadcasting (except Internet)",3488
"21000","Kentucky","904","        Internet publishing and broadcasting 3/","(NA)"
"21000","Kentucky","905","        Telecommunications",10830
"21000","Kentucky","906","        Data processing, hosting, and related services",4371
"21000","Kentucky","907","        Other information services 3/",930
"21000","Kentucky","1000","      Finance and insurance",107471
"21000","Kentucky","1001","        Monetary Authorities-central bank","(D)"
"21000","Kentucky","1002","        Credit intermediation and related activities",35463
"21000","Kentucky","1003","        Securities, commodity contracts, and other financial investments and related activities",25200
"21000","Kentucky","1004","        Insurance carriers and related activities",43828
"21000","Kentucky","1005","        Funds, trusts, and other financial vehicles","(D)"
"21000","Kentucky","1100","      Real estate and rental and leasing",92673
"21000","Kentucky","1101","        Real estate",83814
"21000","Kentucky","1102","        Rental and leasing services",8767
"21000","Kentucky","1103","        Lessors of nonfinancial intangible assets (except copyrighted works)",92
"21000","Kentucky","1200","      Professional, scientific, and technical services",117017
"21000","Kentucky","1300","      Management of companies and enterprises",24220
"21000","Kentucky","1400","      Administrative and support and waste management and remediation services",156354
"21000","Kentucky","1401","        Administrative and support services",150553
"21000","Kentucky","1402","        Waste management and remediation services",5801
"21000","Kentucky","1500","      Educational services",41546
"21000","Kentucky","1600","      Health care and social assistance",275379
"21000","Kentucky","1601","        Ambulatory health care services",101772
"21000","Kentucky","1602","        Hospitals",80100
"21000","Kentucky","1603","        Nursing and residential care facilities",44462
"21000","Kentucky","1604","        Social assistance",49045
"21000","Kentucky","1700","      Arts, entertainment, and recreation",43118
"21000","Kentucky","1701","        Performing arts, spectator sports, and related industries",21968
"21000","Kentucky","1702","        Museums, historical sites, and similar institutions",2485
"21000","Kentucky","1703","        Amusement, gambling, and recreation industries",18665
"21000","Kentucky","1800","      Accommodation and food services",186486
"21000","Kentucky","1801","        Accommodation",18306
"21000","Kentucky","1802","        Food services and drinking places",168180
"21000","Kentucky","1900","      Other services (except government and government enterprises)",132520
"21000","Kentucky","1901","        Repair and maintenance",32191
"21000","Kentucky","1902","        Personal and laundry services",46780
"21000","Kentucky","1903","        Religious, grantmaking, civic, professional, and similar organizations",42027
"21000","Kentucky","1904","        Private households",11522
"21000","Kentucky","2000","    Government and government enterprises",350592
"21000","Kentucky","2001","      Federal civilian",35427
"21000","Kentucky","2002","      Military",44647
"21000","Kentucky","2010","      State and local",270518
"21000","Kentucky","2011","        State government",95586
"21000","Kentucky","2012","        Local government",174932
"22000","Louisiana","","Employment by place of work",""
"22000","Louisiana","10","Total employment (number of jobs)",2733239
"22000","Louisiana","","By type",""
"22000","Louisiana","20","  Wage and salary employment",2059248
"22000","Louisiana","40","  Proprietors employment",673991
"22000","Louisiana","50","    Farm proprietors employment",23460
"22000","Louisiana","60","    Nonfarm proprietors employment 2/",650531
"22000","Louisiana","","By industry",""
"22000","Louisiana","70","  Farm employment",32315
"22000","Louisiana","80","  Nonfarm employment",2700924
"22000","Louisiana","90","    Private nonfarm employment",2344961
"22000","Louisiana","100","      Forestry, fishing, and related activities",18502
"22000","Louisiana","101","        Forestry and logging",4342
"22000","Louisiana","102","        Fishing, hunting and trapping",7623
"22000","Louisiana","103","        Support activities for agriculture and forestry",6537
"22000","Louisiana","200","      Mining, quarrying, and oil and gas extraction",62571
"22000","Louisiana","201","        Oil and gas extraction",28752
"22000","Louisiana","202","        Mining (except oil and gas)",2401
"22000","Louisiana","203","        Support activities for mining",31418
"22000","Louisiana","300","      Utilities",9087
"22000","Louisiana","400","      Construction",212255
"22000","Louisiana","401","        Construction of buildings",47480
"22000","Louisiana","402","        Heavy and civil engineering construction",50298
"22000","Louisiana","403","        Specialty trade contractors",114477
"22000","Louisiana","500","      Manufacturing",146399
"22000","Louisiana","510","        Durable goods manufacturing",69952
"22000","Louisiana","511","          Wood product manufacturing",7418
"22000","Louisiana","512","          Nonmetallic mineral product manufacturing",6037
"22000","Louisiana","513","          Primary metal manufacturing",4112
"22000","Louisiana","514","          Fabricated metal product manufacturing",18191
"22000","Louisiana","515","          Machinery manufacturing",13805
"22000","Louisiana","516","          Computer and electronic product manufacturing",2418
"22000","Louisiana","517","          Electrical equipment, appliance, and component manufacturing",1364
"22000","Louisiana","518","          Motor vehicles, bodies and trailers, and parts manufacturing","(D)"
"22000","Louisiana","519","          Other transportation equipment manufacturing","(D)"
"22000","Louisiana","521","          Furniture and related product manufacturing",1674
"22000","Louisiana","522","          Miscellaneous manufacturing",5889
"22000","Louisiana","530","        Nondurable goods manufacturing",76447
"22000","Louisiana","531","          Food manufacturing",17289
"22000","Louisiana","532","          Beverage and tobacco product manufacturing",2707
"22000","Louisiana","533","          Textile mills",493
"22000","Louisiana","534","          Textile product mills",1027
"22000","Louisiana","535","          Apparel manufacturing",735
"22000","Louisiana","536","          Leather and allied product manufacturing",274
"22000","Louisiana","537","          Paper manufacturing",7135
"22000","Louisiana","538","          Printing and related support activities",3763
"22000","Louisiana","539","          Petroleum and coal products manufacturing",12407
"22000","Louisiana","541","          Chemical manufacturing",26913
"22000","Louisiana","542","          Plastics and rubber products manufacturing",3704
"22000","Louisiana","600","      Wholesale trade",75408
"22000","Louisiana","700","      Retail trade",275971
"22000","Louisiana","701","        Motor vehicle and parts dealers",32744
"22000","Louisiana","702","        Furniture and home furnishings stores",6990
"22000","Louisiana","703","        Electronics and appliance stores",6524
"22000","Louisiana","704","        Building material and garden equipment and supplies dealers",21739
"22000","Louisiana","705","        Food and beverage stores",41284
"22000","Louisiana","706","        Health and personal care stores",20071
"22000","Louisiana","707","        Gasoline stations",21073
"22000","Louisiana","708","        Clothing and clothing accessories stores",20913
"22000","Louisiana","709","        Sporting goods, hobby, musical instrument, and book stores",10147
"22000","Louisiana","711","        General merchandise stores",53507
"22000","Louisiana","712","        Miscellaneous store retailers",21970
"22000","Louisiana","713","        Nonstore retailers",19009
"22000","Louisiana","800","      Transportation and warehousing",123547
"22000","Louisiana","801","        Air transportation",3808
"22000","Louisiana","802","        Rail transportation","(D)"
"22000","Louisiana","803","        Water transportation",10677
"22000","Louisiana","804","        Truck transportation",28750
"22000","Louisiana","805","        Transit and ground passenger transportation",24527
"22000","Louisiana","806","        Pipeline transportation",2658
"22000","Louisiana","807","        Scenic and sightseeing transportation",1151
"22000","Louisiana","808","        Support activities for transportation",20026
"22000","Louisiana","809","        Couriers and messengers","(D)"
"22000","Louisiana","811","        Warehousing and storage",15119
"22000","Louisiana","900","      Information",29944
"22000","Louisiana","901","        Publishing industries (except Internet)",4626
"22000","Louisiana","902","        Motion picture and sound recording industries",6914
"22000","Louisiana","903","        Broadcasting (except Internet)",3854
"22000","Louisiana","904","        Internet publishing and broadcasting 3/","(NA)"
"22000","Louisiana","905","        Telecommunications",10894
"22000","Louisiana","906","        Data processing, hosting, and related services",3111
"22000","Louisiana","907","        Other information services 3/",545
"22000","Louisiana","1000","      Finance and insurance",107202
"22000","Louisiana","1001","        Monetary Authorities-central bank","(D)"
"22000","Louisiana","1002","        Credit intermediation and related activities",31388
"22000","Louisiana","1003","        Securities, commodity contracts, and other financial investments and related activities",32391
"22000","Louisiana","1004","        Insurance carriers and related activities",38617
"22000","Louisiana","1005","        Funds, trusts, and other financial vehicles","(D)"
"22000","Louisiana","1100","      Real estate and rental and leasing",124685
"22000","Louisiana","1101","        Real estate",104085
"22000","Louisiana","1102","        Rental and leasing services",20242
"22000","Louisiana","1103","        Lessors of nonfinancial intangible assets (except copyrighted works)",358
"22000","Louisiana","1200","      Professional, scientific, and technical services",145676
"22000","Louisiana","1300","      Management of companies and enterprises",27805
"22000","Louisiana","1400","      Administrative and support and waste management and remediation services",160644
"22000","Louisiana","1401","        Administrative and support services",150127
"22000","Louisiana","1402","        Waste management and remediation services",10517
"22000","Louisiana","1500","      Educational services",56824
"22000","Louisiana","1600","      Health care and social assistance",317795
"22000","Louisiana","1601","        Ambulatory health care services",132506
"22000","Louisiana","1602","        Hospitals",76351
"22000","Louisiana","1603","        Nursing and residential care facilities",45600
"22000","Louisiana","1604","        Social assistance",63338
"22000","Louisiana","1700","      Arts, entertainment, and recreation",55035
"22000","Louisiana","1701","        Performing arts, spectator sports, and related industries",26241
"22000","Louisiana","1702","        Museums, historical sites, and similar institutions",2451
"22000","Louisiana","1703","        Amusement, gambling, and recreation industries",26343
"22000","Louisiana","1800","      Accommodation and food services",229864
"22000","Louisiana","1801","        Accommodation",38298
"22000","Louisiana","1802","        Food services and drinking places",191566
"22000","Louisiana","1900","      Other services (except government and government enterprises)",165747
"22000","Louisiana","1901","        Repair and maintenance",36101
"22000","Louisiana","1902","        Personal and laundry services",65596
"22000","Louisiana","1903","        Religious, grantmaking, civic, professional, and similar organizations",46694
"22000","Louisiana","1904","        Private households",17356
"22000","Louisiana","2000","    Government and government enterprises",355963
"22000","Louisiana","2001","      Federal civilian",31204
"22000","Louisiana","2002","      Military",33455
"22000","Louisiana","2010","      State and local",291304
"22000","Louisiana","2011","        State government",79064
"22000","Louisiana","2012","        Local government",212240
"23000","Maine","","Employment by place of work",""
"23000","Maine","10","Total employment (number of jobs)",848459
"23000","Maine","","By type",""
"23000","Maine","20","  Wage and salary employment",645573
"23000","Maine","40","  Proprietors employment",202886
"23000","Maine","50","    Farm proprietors employment",6969
"23000","Maine","60","    Nonfarm proprietors employment 2/",195917
"23000","Maine","","By industry",""
"23000","Maine","70","  Farm employment",10536
"23000","Maine","80","  Nonfarm employment",837923
"23000","Maine","90","    Private nonfarm employment",730339
"23000","Maine","100","      Forestry, fishing, and related activities",14469
"23000","Maine","101","        Forestry and logging",4203
"23000","Maine","102","        Fishing, hunting and trapping",7226
"23000","Maine","103","        Support activities for agriculture and forestry",3040
"23000","Maine","200","      Mining, quarrying, and oil and gas extraction",1200
"23000","Maine","201","        Oil and gas extraction",226
"23000","Maine","202","        Mining (except oil and gas)","(D)"
"23000","Maine","203","        Support activities for mining","(D)"
"23000","Maine","300","      Utilities",1794
"23000","Maine","400","      Construction",56448
"23000","Maine","401","        Construction of buildings",12973
"23000","Maine","402","        Heavy and civil engineering construction",4729
"23000","Maine","403","        Specialty trade contractors",38746
"23000","Maine","500","      Manufacturing",57660
"23000","Maine","510","        Durable goods manufacturing",33167
"23000","Maine","511","          Wood product manufacturing",5471
"23000","Maine","512","          Nonmetallic mineral product manufacturing",1799
"23000","Maine","513","          Primary metal manufacturing","(D)"
"23000","Maine","514","          Fabricated metal product manufacturing",5336
"23000","Maine","515","          Machinery manufacturing",2381
"23000","Maine","516","          Computer and electronic product manufacturing",2224
"23000","Maine","517","          Electrical equipment, appliance, and component manufacturing",475
"23000","Maine","518","          Motor vehicles, bodies and trailers, and parts manufacturing","(D)"
"23000","Maine","519","          Other transportation equipment manufacturing",9443
"23000","Maine","521","          Furniture and related product manufacturing",1653
"23000","Maine","522","          Miscellaneous manufacturing",3094
"23000","Maine","530","        Nondurable goods manufacturing",24493
"23000","Maine","531","          Food manufacturing",6336
"23000","Maine","532","          Beverage and tobacco product manufacturing",2084
"23000","Maine","533","          Textile mills",1010
"23000","Maine","534","          Textile product mills",926
"23000","Maine","535","          Apparel manufacturing",460
"23000","Maine","536","          Leather and allied product manufacturing",1996
"23000","Maine","537","          Paper manufacturing",4419
"23000","Maine","538","          Printing and related support activities",1810
"23000","Maine","539","          Petroleum and coal products manufacturing",393
"23000","Maine","541","          Chemical manufacturing",2880
"23000","Maine","542","          Plastics and rubber products manufacturing",2179
"23000","Maine","600","      Wholesale trade",21723
"23000","Maine","700","      Retail trade",99670
"23000","Maine","701","        Motor vehicle and parts dealers",11786
"23000","Maine","702","        Furniture and home furnishings stores",1979
"23000","Maine","703","        Electronics and appliance stores",1832
"23000","Maine","704","        Building material and garden equipment and supplies dealers",8223
"23000","Maine","705","        Food and beverage stores",19829
"23000","Maine","706","        Health and personal care stores",4367
"23000","Maine","707","        Gasoline stations",7655
"23000","Maine","708","        Clothing and clothing accessories stores",5187
"23000","Maine","709","        Sporting goods, hobby, musical instrument, and book stores",4038
"23000","Maine","711","        General merchandise stores",12822
"23000","Maine","712","        Miscellaneous store retailers",10190
"23000","Maine","713","        Nonstore retailers",11762
"23000","Maine","800","      Transportation and warehousing",25208
"23000","Maine","801","        Air transportation",403
"23000","Maine","802","        Rail transportation",520
"23000","Maine","803","        Water transportation",233
"23000","Maine","804","        Truck transportation",7575
"23000","Maine","805","        Transit and ground passenger transportation",4827
"23000","Maine","806","        Pipeline transportation",81
"23000","Maine","807","        Scenic and sightseeing transportation",586
"23000","Maine","808","        Support activities for transportation",1818
"23000","Maine","809","        Couriers and messengers",3556
"23000","Maine","811","        Warehousing and storage",5609
"23000","Maine","900","      Information",10009
"23000","Maine","901","        Publishing industries (except Internet)",3084
"23000","Maine","902","        Motion picture and sound recording industries",1181
"23000","Maine","903","        Broadcasting (except Internet)",1241
"23000","Maine","904","        Internet publishing and broadcasting 3/","(NA)"
"23000","Maine","905","        Telecommunications",2825
"23000","Maine","906","        Data processing, hosting, and related services",871
"23000","Maine","907","        Other information services 3/",807
"23000","Maine","1000","      Finance and insurance",33480
"23000","Maine","1001","        Monetary Authorities-central bank",0
"23000","Maine","1002","        Credit intermediation and related activities",11525
"23000","Maine","1003","        Securities, commodity contracts, and other financial investments and related activities",7415
"23000","Maine","1004","        Insurance carriers and related activities",13920
"23000","Maine","1005","        Funds, trusts, and other financial vehicles",620
"23000","Maine","1100","      Real estate and rental and leasing",35786
"23000","Maine","1101","        Real estate",32809
"23000","Maine","1102","        Rental and leasing services","(D)"
"23000","Maine","1103","        Lessors of nonfinancial intangible assets (except copyrighted works)","(D)"
"23000","Maine","1200","      Professional, scientific, and technical services",47428
"23000","Maine","1300","      Management of companies and enterprises",11847
"23000","Maine","1400","      Administrative and support and waste management and remediation services",43935
"23000","Maine","1401","        Administrative and support services",41508
"23000","Maine","1402","        Waste management and remediation services",2427
"23000","Maine","1500","      Educational services",22113
"23000","Maine","1600","      Health care and social assistance",117616
"23000","Maine","1601","        Ambulatory health care services",36360
"23000","Maine","1602","        Hospitals",33731
"23000","Maine","1603","        Nursing and residential care facilities",22991
"23000","Maine","1604","        Social assistance",24534
"23000","Maine","1700","      Arts, entertainment, and recreation",22205
"23000","Maine","1701","        Performing arts, spectator sports, and related industries",12376
"23000","Maine","1702","        Museums, historical sites, and similar institutions",692
"23000","Maine","1703","        Amusement, gambling, and recreation industries",9137
"23000","Maine","1800","      Accommodation and food services",65835
"23000","Maine","1801","        Accommodation",14862
"23000","Maine","1802","        Food services and drinking places",50973
"23000","Maine","1900","      Other services (except government and government enterprises)",41913
"23000","Maine","1901","        Repair and maintenance",11720
"23000","Maine","1902","        Personal and laundry services",14129
"23000","Maine","1903","        Religious, grantmaking, civic, professional, and similar organizations",12111
"23000","Maine","1904","        Private households",3953
"23000","Maine","2000","    Government and government enterprises",107584
"23000","Maine","2001","      Federal civilian",15500
"23000","Maine","2002","      Military",6747
"23000","Maine","2010","      State and local",85337
"23000","Maine","2011","        State government",26192
"23000","Maine","2012","        Local government",59145
"24000","Maryland","","Employment by place of work",""
"24000","Maryland","10","Total employment (number of jobs)",3762122
"24000","Maryland","","By type",""
"24000","Maryland","20","  Wage and salary employment",2858395
"24000","Maryland","40","  Proprietors employment",903727
"24000","Maryland","50","    Farm proprietors employment",10923
"24000","Maryland","60","    Nonfarm proprietors employment 2/",892804
"24000","Maryland","","By industry",""
"24000","Maryland","70","  Farm employment",17977
"24000","Maryland","80","  Nonfarm employment",3744145
"24000","Maryland","90","    Private nonfarm employment",3173294
"24000","Maryland","100","      Forestry, fishing, and related activities",6712
"24000","Maryland","101","        Forestry and logging",598
"24000","Maryland","102","        Fishing, hunting and trapping",2123
"24000","Maryland","103","        Support activities for agriculture and forestry",3991
"24000","Maryland","200","      Mining, quarrying, and oil and gas extraction",3889
"24000","Maryland","201","        Oil and gas extraction","(D)"
"24000","Maryland","202","        Mining (except oil and gas)",1601
"24000","Maryland","203","        Support activities for mining","(D)"
"24000","Maryland","300","      Utilities",10628
"24000","Maryland","400","      Construction",238524
"24000","Maryland","401","        Construction of buildings",53351
"24000","Maryland","402","        Heavy and civil engineering construction",20106
"24000","Maryland","403","        Specialty trade contractors",165067
"24000","Maryland","500","      Manufacturing",120784
"24000","Maryland","510","        Durable goods manufacturing",64085
"24000","Maryland","511","          Wood product manufacturing",3066
"24000","Maryland","512","          Nonmetallic mineral product manufacturing",4573
"24000","Maryland","513","          Primary metal manufacturing",882
"24000","Maryland","514","          Fabricated metal product manufacturing",8766
"24000","Maryland","515","          Machinery manufacturing",7376
"24000","Maryland","516","          Computer and electronic product manufacturing",20831
"24000","Maryland","517","          Electrical equipment, appliance, and component manufacturing",2330
"24000","Maryland","518","          Motor vehicles, bodies and trailers, and parts manufacturing","(D)"
"24000","Maryland","519","          Other transportation equipment manufacturing","(D)"
"24000","Maryland","521","          Furniture and related product manufacturing",4421
"24000","Maryland","522","          Miscellaneous manufacturing",7130
"24000","Maryland","530","        Nondurable goods manufacturing",56699
"24000","Maryland","531","          Food manufacturing",17405
"24000","Maryland","532","          Beverage and tobacco product manufacturing",3926
"24000","Maryland","533","          Textile mills",419
"24000","Maryland","534","          Textile product mills",917
"24000","Maryland","535","          Apparel manufacturing",1541
"24000","Maryland","536","          Leather and allied product manufacturing",312
"24000","Maryland","537","          Paper manufacturing",2666
"24000","Maryland","538","          Printing and related support activities",8469
"24000","Maryland","539","          Petroleum and coal products manufacturing",898
"24000","Maryland","541","          Chemical manufacturing",14033
"24000","Maryland","542","          Plastics and rubber products manufacturing",6113
"24000","Maryland","600","      Wholesale trade",94418
"24000","Maryland","700","      Retail trade",343025
"24000","Maryland","701","        Motor vehicle and parts dealers",40429
"24000","Maryland","702","        Furniture and home furnishings stores",10455
"24000","Maryland","703","        Electronics and appliance stores",8757
"24000","Maryland","704","        Building material and garden equipment and supplies dealers",24219
"24000","Maryland","705","        Food and beverage stores",70108
"24000","Maryland","706","        Health and personal care stores",22429
"24000","Maryland","707","        Gasoline stations",11972
"24000","Maryland","708","        Clothing and clothing accessories stores",29861
"24000","Maryland","709","        Sporting goods, hobby, musical instrument, and book stores",12900
"24000","Maryland","711","        General merchandise stores",52688
"24000","Maryland","712","        Miscellaneous store retailers",26910
"24000","Maryland","713","        Nonstore retailers",32297
"24000","Maryland","800","      Transportation and warehousing",181074
"24000","Maryland","801","        Air transportation",6697
"24000","Maryland","802","        Rail transportation","(D)"
"24000","Maryland","803","        Water transportation",1237
"24000","Maryland","804","        Truck transportation",25071
"24000","Maryland","805","        Transit and ground passenger transportation",74484
"24000","Maryland","806","        Pipeline transportation","(D)"
"24000","Maryland","807","        Scenic and sightseeing transportation",806
"24000","Maryland","808","        Support activities for transportation",12751
"24000","Maryland","809","        Couriers and messengers",28700
"24000","Maryland","811","        Warehousing and storage",28321
"24000","Maryland","900","      Information",50843
"24000","Maryland","901","        Publishing industries (except Internet)",13594
"24000","Maryland","902","        Motion picture and sound recording industries",5711
"24000","Maryland","903","        Broadcasting (except Internet)",5339
"24000","Maryland","904","        Internet publishing and broadcasting 3/","(NA)"
"24000","Maryland","905","        Telecommunications",17908
"24000","Maryland","906","        Data processing, hosting, and related services",5689
"24000","Maryland","907","        Other information services 3/",2602
"24000","Maryland","1000","      Finance and insurance",165752
"24000","Maryland","1001","        Monetary Authorities-central bank","(D)"
"24000","Maryland","1002","        Credit intermediation and related activities",45838
"24000","Maryland","1003","        Securities, commodity contracts, and other financial investments and related activities",63240
"24000","Maryland","1004","        Insurance carriers and related activities",49669
"24000","Maryland","1005","        Funds, trusts, and other financial vehicles","(D)"
"24000","Maryland","1100","      Real estate and rental and leasing",191129
"24000","Maryland","1101","        Real estate",176770
"24000","Maryland","1102","        Rental and leasing services",14018
"24000","Maryland","1103","        Lessors of nonfinancial intangible assets (except copyrighted works)",341
"24000","Maryland","1200","      Professional, scientific, and technical services",365956
"24000","Maryland","1300","      Management of companies and enterprises",31255
"24000","Maryland","1400","      Administrative and support and waste management and remediation services",240393
"24000","Maryland","1401","        Administrative and support services",230537
"24000","Maryland","1402","        Waste management and remediation services",9856
"24000","Maryland","1500","      Educational services",109840
"24000","Maryland","1600","      Health care and social assistance",449042
"24000","Maryland","1601","        Ambulatory health care services",188899
"24000","Maryland","1602","        Hospitals",108170
"24000","Maryland","1603","        Nursing and residential care facilities",77171
"24000","Maryland","1604","        Social assistance",74802
"24000","Maryland","1700","      Arts, entertainment, and recreation",95861
